name,keyword,category,inventory,price_cut,price_origin,price_sale,discount,dis_num,favor_num,des_score,price_score,quality_score,service_score,dif,包邮,双十一,新款,韩版,英伦,欧美,冬装,礼盒,明星,均码,通勤,学院,情侣,dis_price,discount1,discount21,discount22,discount23,discount24,discount25,双十一红包,满减券,其他优惠,dis_num1,dis_strength,dis_strength1,easy_satisfy,easy_satisfy1
男士秋冬新款拼接三条杠长袖t恤套头卫衣T恤男装上衣打底衫,"M L XL 2XL 3XL 常规袖 拼接 日韩,学院 化纤 修身 常规款 圆领 色块 长袖",男装,1489,-5.2,126,88.2,购物满55元立减2元 购物满99元立减5元 购物满198元立减10元,3,14,4.68,4.66,4.68,4.68,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.045791246,0,0.662650602,"(0,1]"
男士商务休闲手表时尚腕表,均码 白色 黑色 玻璃 圆形 24小时指示 玻璃,男士饰品,388,0,394,118.2,NO INF,0,28,4.64,4.62,4.63,4.66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
男士时尚简约Z字皮带休闲百搭,"均码 白色 黑色 学院,街头 不锈钢头 其它 单圈 普通款(2-4cm) 平滑扣 光面 其它 其他材质",男士饰品,399,0,230,69,购物满2元立减2元 购物满128元立减5元 购物满188元立减8元 购物满268元立减15元,4,11,4.67,4.66,4.64,4.65,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3,1,0,1,0,0,0,0,1,0,>2种优惠,0.28439646,1,0.028985507,"(0,1]"
男士手表男夜光自动机械男表时尚钢带防水小三针带日历多功能腕表," 均码 钢带白面 钢带蓝面 钢带黑面 钢带全黑 钢带全金 商务休闲 精钢 圆型 钢带白面,钢带全黑,钢带蓝面,钢带黑面,钢带全金 日历 ",男士饰品,500,0,754.29,528,购物满80元立减4元 购物满120元立减5元 购物满200元立减10元 购物满300元立减12元 购物满400元立减20元 购物满500元立减30元 购物满800元立减50元 购物满1000元立减80元,8,0,4.46,4.4,4.4,4.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.699996023,1,0,1,0,0,0,0,1,0,>2种优惠,0.054270833,1,0.151515152,"(0,1]"
男士夏季小清新短袖t恤, 橘色 黑色 黄色 蓝色 红色 绿色 【尺寸偏大】 S M L XL 常规 棉 修身 常规款 圆领 短袖 ,男装,27990,0,298,208.6,购物满2件立减10元 购物满599元立减50元,2,8,4.66,4.69,4.68,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,2种优惠,0.083472454,1,2.871524449,"(2,8]"
男士休闲商务diy皮带自动扣刻字真皮腰带,"105 110 115 120 125 黑银 商务,学院 合金头 光身,磨砂 单圈 3-4cm 自动扣 磨砂 光身,磨砂 牛皮",男士饰品,102,-9.1,83,58.1,NO INF,0,5,4.64,4.58,4.58,4.66,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
男士休闲时尚男表皮带防水商务腕表石英表手表,均码 05款-玫瑰金棕面棕带 04款-玫瑰金白面棕带 03款-玫瑰金黑面黑带 02款-白面棕带 01款-黑面黑带 商务休闲 皮革 圆型 其他 世界时间,男士饰品,989,0,340,238,购物满99元立减2元 购物满199元立减6元 购物满299元立减10元,3,26,4.59,4.61,4.59,4.62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.02793253,0,0.415966387,"(0,1]"
男士休闲时尚商务男表夜光运动多功能石英表防水皮带手表, 均码 主：银壳蓝面 主：银壳白面蓝针 主：银壳黑面 主：玫瑰金壳咖啡面 主：玫瑰金壳白面金针 主：玫瑰金壳黑面 主：玫瑰金壳白面蓝针 主：银壳白面银针 商务休闲 皮革 圆型 其他 世界时间 ,男士饰品,1596,0,340,238,购物满99元立减2元 购物满199元立减6元 购物满299元立减10元,3,9,4.59,4.61,4.59,4.62,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.02793253,0,0.415966387,"(0,1]"
男士休闲时尚双日历商务石英表防水手表, 均码 黑盘银色钢带 送皮带+电子+调表器 商务休闲 钢 圆型 其他 世界时间 ,男士饰品,396,0,383,268.1,购物满99元立减2元 购物满199元立减6元 购物满299元立减10元,3,9,4.59,4.61,4.59,4.62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.02793253,0,0.3692652,"(0,1]"
男士腰带平滑扣青年商务休闲时尚裤腰带,"均码 浅棕色 黑色 商务,街头 合金头 光身,其它 单圈 普通款(2-4cm) 平滑扣 光面 光身,其它 牛皮",男士饰品,399,-3,430,129,购物满2元立减2元 购物满128元立减5元 购物满188元立减8元 购物满268元立减15元,4,4,4.67,4.66,4.64,4.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3,1,0,1,0,0,0,0,1,0,>2种优惠,0.28439646,1,0.015873016,"(0,1]"
男士长袖T恤圆领青少年青春t桖血长袖体恤潮上衣服打底衫,"M L XL 2XL 3XL 4XL 5XL 常规袖 其它 日韩,学院 棉 直身 圆领 其他 长袖 白色 黑色 藏青色",男装,6295,-19.69,179,78.76,购物满99元立减5元 购物满199元立减10元 购物满299元立减15元 购物满499元立减30元,4,6,4.83,4.81,4.82,4.83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.44,1,0,1,0,0,0,0,1,0,>2种优惠,0.052760943,1,1.675977654,"(1,2]"
男士中长款连帽羽绒服青年大毛领修身韩版加厚外套,"M L XL 2XL 3XL 其他袖型 贴袋 日韩,街头 复合 修身 中长款 可脱卸帽 纯色",男装,19996,0,468,327.6,购物满99元立减2元 购物满165元立减5元 购物满325元立减10元,3,44,4.66,4.66,4.64,4.65,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.027091427,0,0.302197802,"(0,1]"
男友礼物专柜正品高档皮带男自动扣时尚真皮头层牛皮腰带礼盒,"均码 咖红 基本款,欧美 合金头 光身,车缝线 单圈 3-4cm 自动扣 软面 光身,车缝线 牛皮",男士饰品,496,-0.9,356,248.9,NO INF,0,5,4.73,4.69,4.7,4.77,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0.699157303,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
男友生日礼物多款可选百搭针扣商务男士皮带精美礼盒,"均码 款式一0507 款式二0208 款式三0506 款式四0377 款式五0937 款式六0505 款式七0109 款式八0199 款式九0101 款式十0102 基本款,街头 合金头 格纹,车缝线,拼带 单圈 3-4cm 针扣 软面 格纹,车缝线,拼带 牛皮",男士饰品,3994,-1.3,169,118.3,NO INF,0,6,4.73,4.69,4.7,4.77,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
男装卫衣男圆领韩版潮流韩版学生纯色运动上衣男士秋季长袖T恤衫,"M L XL 2XL 常规袖 其它,水洗 基本款 棉 宽松 常规款 圆领 其他,纯色 长袖 藏青色 黑色 白色 浅灰色 杏色",男装,3986,-2.7,111,77.7,购物满300元立减15元 购物满3件打9.50折 购物满100元立减5元 购物满150元立减7元 购物满200元立减10元,5,60,4.67,4.61,4.64,4.68,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,1,0,1,1,0,0,0,1,1,>2种优惠,0.049166667,0,1.333333333,"(1,2]"
牛皮反绒雪地靴新款短筒短靴一脚蹬懒人鞋女鞋真皮保暖皮靴靴子,"黑色 灰色 粉红色 驼色 米色 35 36 37 38 39 正规码！ 英伦风,布洛克 米色,粉红色,驼色,黑色,灰色 低跟（1-3cm） 甜美,韩系 橡胶底 人造长毛绒 反绒,磨砂 纯色 皮毛一体 秋冬 套脚,松紧带",女鞋,3110,-17.6,258,197.6,购物满60元立减20元,1,6960,4.82,4.81,4.8,4.81,85,0,0,1,1,1,0,1,0,0,0,0,0,0,0.765891473,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.333333333,1,0.333333333,"(0,1]"
牛皮露趾露跟松糕鞋凉鞋子,34 35 36 37 38 39 高跟 聚氨酯 魔术贴,女鞋,0,0,788,551.6,购物满10元立减10元,1,1,4.71,4.68,4.68,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.018129079,"(0,1]"
女款手表水钻防水石英表, ,女士配饰,99,0,528,528,NO INF,0,99,4.7,4.69,4.68,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
女神高圆圆同款简约尖头鞋粗跟鞋高跟鞋短靴及踝靴骑士靴,"黑色加毛 红色加毛 黄色加毛 34 35 36 37 38 39 尖头 机车靴,英伦风 黄色,黑色,红色 短靴 超高跟（大于8CM） 人造革（PU） 韩系,森系 橡胶底 人造短毛绒 粗跟 无工艺效果 纯色 短筒 人造革（PU） 秋冬 拉链",女鞋,6988,-13.58333333,179,122.5833333,购物满109元立减5元,1,5579,4.83,4.82,4.82,4.82,142,0,0,0,1,1,0,1,0,1,0,0,0,0,0.684823091,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.04587156,0,1,"(1,2]"
女装针织衫_长款套头毛衣裙冬季中长款女装针织衫打底衫宽松秋冬,均码 常规袖 通勤（OL） 针织 普通 宽松 黑色 中长款（66-80cm） 无扣 V领 长袖 纯色 其它形状 秋季,女装,670,-4,330,99,11.11红包最高再抵           10.00元,2,747,4.78,4.77,4.79,4.77,27,0,0,0,0,0,0,1,0,0,1,1,0,0,0.3,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
欧美潮流内增高马丁靴真皮新款靴子厚底短靴秋冬百搭裸靴机车靴,"黑色单里 红色单里 花色单里 黑色加绒 红色加绒 34 35 36 37 38 39 40 标准尺码 圆头 机车靴,英伦风,切尔西靴 红色单里,黑色加绒,红色加绒,黑色单里,花色单里 马丁靴 高跟（5-8CM） 头层牛皮 百搭,韩系 牛筋底 超纤 厚底内增高 拼接,无工艺效果 花色,纯色 短筒 头层牛皮 秋冬 系带,绑带",女鞋,7942,-6.466666667,211,144.4666667,NO INF,0,2087,4.8,4.79,4.79,4.79,125,0,0,1,1,1,1,1,0,0,0,0,0,0,0.684676145,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
欧美风秋冬新品夹克女装棉服外套加棉加厚棒球服,"SML 常规袖 韩系,欧美 天鹅绒 加厚 宽松 蓝色 常规款（51-65cm） 拉链 立领 长袖 撞色,金属装饰,刺绣,肩章,罗纹,口袋 字母/文字/数字,抽象图案 秋冬",女装,595,-10.66666667,372.5,296.6666667,11.11红包最高再抵           30.00元,2,51,4.81,4.77,4.81,4.8,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0.796420582,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
欧美韩国奢华高档复古气质水钻水晶耳钉耳饰女士气质耳环饰品配饰," 玫瑰/四叶草/花草 未镶嵌 复古风,甜美,文艺小清新,专属运动风,时尚中性,时尚运动风 ",女士配饰,72,-5.208333333,23.20833333,23.20833333,11.11红包最高再抵           2.00元,2,72,4.7,4.66,4.67,4.68,16,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
欧美尖头后拉链高跟过膝靴秋冬季新款显瘦羊皮长靴时尚粗跟女靴子,"黑色单里 黑色绒里 灰色单里 灰色绒里 驼色单里 驼色绒里 黑色绒面单里 黑色绒里绒里 34 35 36 37 38 39 尖头 拉链 灰色,驼色,黑色 长筒靴（中筒靴） 高跟（5-8cm） 羊皮 简约,欧美 橡胶底 人造短毛绒 粗跟 绒面 纯色 过膝 羊皮 秋季 拉链",女鞋,4788,-7.5,341.43,236.5,购物满139元立减3元,1,99,4.8,4.76,4.78,4.75,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0.692674926,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.021582734,0,0.6069869,"(0,1]"
欧美新款牛皮粗跟过膝弹力长靴牛皮高筒靴粗跟过膝靴牛皮女靴子,"""黑色牛皮单里 ""黑色牛皮绒里 ""黑色羊皮单里 ""黑色羊皮绒里 34 35 36 37 38 39 尖头 拉链 黑色 长筒靴（中筒靴） 中跟（3-5cm） 头层牛皮 轻熟,欧美 橡胶底 超纤 粗跟 拼接 纯色 过膝 头层牛皮 冬季 拉链",女鞋,2562,-0.171428571,356,249.1714286,购物满150元立减5元,1,575,4.73,4.71,4.7,4.72,18,0,0,1,0,0,1,1,0,0,0,0,0,0,0.699919743,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.033333333,0,0.602409638,"(0,1]"
欧美新款羊皮长靴拉链高筒靴羊皮长筒靴高跟长靴羊皮女靴子,"""黑色【绒里】 ""白色【绒里】 34 35 36 37 38 39 圆头 拉链 黑色,白色 长筒靴（中筒靴） 中跟（3-5cm） 羊皮 街头潮人,欧美 橡胶底 人造长毛绒 粗跟 拼接 纯色 长筒 羊皮 冬季 拉链",女鞋,1199,-0.3,499,349.3,购物满150元立减5元,1,11,4.73,4.71,4.7,4.72,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.033333333,0,0.429799427,"(0,1]"
欧洲站2016新款外套短款女装韩版气质名媛修身狐狸毛皮草,"SMLXLXXL 轻熟,通勤（OL） 其他 直身 蓝色,绿色,红色 短款（41-50cm） 圆领 七分袖 冬季",女装,2626,0,670,469,11.11红包最高再抵           50.00元,2,28,4.81,4.81,4.82,4.83,15,0,0,1,1,0,0,1,0,0,0,1,0,0,0.7,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
欧洲站冬装新款时尚女装欧货潮修身毛毛口袋中长款收腰显瘦棉服女,SML 常规袖 街头（潮人） 羊毛 普通 X型（收腰） 粉红色 中长款（66-80cm） 一粒单排扣 荷叶领 长袖 磨破 纯色 冬季,女装,600,0,900,630,NO INF,0,3,4.58,4.51,4.55,4.54,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,不超过1种优惠,0,0,0,0
欧洲站复古舒适显瘦高跟单鞋尖头系带休闲粗跟小白鞋子,"黑色 白色 酒红色 棕色 33 34 35 36 37 38 39 40 31 32 米白,黑色,酒红色 高跟单鞋 高跟（5-8CM） 基本款,欧美 橡胶底 超纤 拼接 其他,纯色 超纤 四季 套脚,系带,松紧带",女鞋,2742,-1.4,398,119.4,购物满10元立减10元,1,1599,4.8,4.76,4.77,4.78,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.084745763,"(0,1]"
欧洲站木头纹坡跟鞋单鞋子,34 35 36 37 38 39 超高跟 EVA发泡 前系带,女鞋,792,0,916,641.2,购物满10元立减10元,1,37,4.7,4.68,4.67,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.015595758,"(0,1]"
欧洲站系带简约内增高单鞋,34 35 36 37 38 39 高跟 橡胶 系带,女鞋,1056,0,788,551.6,购物满10元立减10元,1,2,4.71,4.69,4.67,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.018129079,"(0,1]"
皮带男真皮牛皮男士腰带平滑扣腰带潮流,"均码 深棕色 黑色 学院,街头 合金头 其它 单圈 普通款(2-4cm) 平滑扣 漆皮 其它 牛皮",男士饰品,389,-4.2,420,126,购物满2元立减2元 购物满128元立减5元 购物满188元立减8元 购物满268元立减15元,4,25,4.63,4.62,4.6,4.64,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3,1,0,1,0,0,0,0,1,0,>2种优惠,0.28439646,1,0.016420361,"(0,1]"
七匹狼裤带男简约针扣牛皮腰带青年男士休闲皮带潮,"均码 默认 复古,商务 不锈钢头 光身 单圈 3-4cm 针扣 光面 光身 牛皮",男士饰品,128,-0.01,82.85,58,购物满100元立减5元 购物满199元立减10元 购物满2元立减2元,3,6,4.73,4.71,4.71,4.72,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0.70006035,1,0,1,0,0,0,0,1,0,>2种优惠,0.366750419,1,0.034488705,"(0,1]"
七匹狼礼盒装皮带男士休闲裤腰带自动扣牛皮裤带潮,"精品礼盒 黑色 商务,欧美 合金头 黑色 压字,字母,光身 单圈 3-4cm 自动扣 光面 压字,字母,光身 牛皮 精品礼盒",男士饰品,29,-4,112.85,79,购物满100元立减5元 购物满199元立减10元 购物满2元立减2元,3,99,4.73,4.71,4.71,4.72,31,0,0,0,0,0,1,0,1,0,0,0,0,0,0.700044307,1,0,1,0,0,0,0,1,0,>2种优惠,0.366750419,1,0.026666667,"(0,1]"
七匹狼男士纯棉运动性感简约三角内裤," L XL XXL XXXL 性感,运动,奢华,简约 ",男装,135,-1.49,67.14,52,购物满3件打9.70折 购物满2件打9.80折 购物满158元立减5元 购物满88元立减3元 购物满60元立减2元 购物满88元立减5元 购物满138元立减8元 购物满188元立减10元,8,9,4.68,4.63,4.65,4.64,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774501043,1,0,1,1,0,0,0,1,1,>2种优惠,0.044508416,0,1.187883587,"(1,2]"
七匹狼皮带男士新款自动扣腰带商务简约青年休闲百搭裤腰带,"礼品袋 黑色 黑 色 商务 不锈钢头 黑 色,黑色 压字,字母,光身 单圈 3-4cm 自动扣 软面 压字,字母,光身 牛皮 礼品袋",男士饰品,226,-4,84.28,59,购物满100元立减5元 购物满199元立减10元 购物满2元立减2元,3,94,4.73,4.71,4.71,4.72,148,0,0,1,0,0,0,0,0,0,0,0,0,0,0.700047461,1,0,1,0,0,0,0,1,0,>2种优惠,0.366750419,1,0.036363636,"(0,1]"
七匹狼皮带男士针扣休闲裤腰带青年时尚牛皮裤带潮,"均码 浅啡色 黑色 复古,学院 不锈钢头 压字,字母,光身 单圈 3-4cm 针扣 软面 压字,字母,光身 牛皮 浅啡色,黑色",男士饰品,171,-3,97.14,68,购物满100元立减5元 购物满199元立减10元 购物满2元立减2元,3,76,4.73,4.71,4.71,4.72,49,0,0,0,0,0,0,0,0,0,1,0,1,0,0.700020589,1,0,1,0,0,0,0,1,0,>2种优惠,0.366750419,1,0.030769231,"(0,1]"
青少年男友时尚韩版条纹印花撞色拼接假两件翻领POLO衫T恤衫,"L XL 2XL 3XL M 常规袖 拼接,撞色 日韩,街头 棉 修身 翻领/Polo领 几何,细条纹 长袖",男装,1775,0,240,81.6,购物满5件打9折 购物满4件打9.30折 购物满3件打9.50折 购物满2件打9.80折 购物满299元立减28元 购物满199元立减10元 购物满119元立减5元,7,12,4.63,4.61,4.61,4.67,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0.34,1,0,1,1,0,0,0,1,1,>2种优惠,0.061971183,1,1.458333333,"(1,2]"
青少年秋冬新款拼接印花男士长袖t恤套头卫衣T恤男装上衣打底衫,"M L XL 2XL 3XL 常规袖 拼接 日韩,学院 化纤 修身 常规款 圆领 动物图案 长袖",男装,7459,-7.028571429,126,87.02857143,购物满55元立减2元 购物满99元立减5元 购物满198元立减10元,3,40,4.68,4.66,4.68,4.68,8,0,0,1,0,0,0,1,0,0,0,0,1,0,0.690702948,1,0,1,0,0,0,0,1,0,>2种优惠,0.045791246,0,0.6875,"(0,1]"
轻奢全皮头层牛皮高跟及膝靴小尖头细跟高跟侧拉链长筒靴纯皮女靴,"米白色 黑色 34 35 36 37 38 39 尖头 机车靴,拉链,金属装饰 米白色,黑色 长筒靴（中筒靴） 超高跟（大于8cm） 头层牛皮 性感,欧美 橡胶底 人造长毛绒 细跟 水染 纯色 及膝 头层牛皮 秋冬 拉链",女鞋,600,0,800,560,购物满248元立减10元,1,0,4.69,4.68,4.67,4.66,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,不超过1种优惠,0.040322581,0,0.442857143,"(0,1]"
秋冬韩版渐变撞色情侣保暖围巾,"均码 黑色 藏青色 黄色 绿色 宝蓝色 韩范,学院范 冬季,春秋 围巾/丝巾 毛线 长方形 黑色,绿色,藏青,宝蓝,黄色 毛边,流苏,双面 保暖 渐变,拼色 70cm-100cm 175cm-230cm 175cm-230cm 毛线",男士饰品,985,0,59,55.8,购物满78元立减3元 购物满138元立减5元 购物满198元立减10元 购物满298元立减20元,4,17,4.8,4.77,4.79,4.78,6,0,0,0,1,0,0,1,0,0,1,0,1,1,0.945762712,1,0,1,0,0,0,0,1,0,>2种优惠,0.048078142,0,1.397849462,"(1,2]"
秋冬韩版新款女装小外套显瘦长袖短款夹克,"均码 常规袖 街头潮人,百搭 棉 普通 直身 橡皮粉,雅致灰 短款（41-50cm） 拉链 方领 长袖 拼接,翻毛,毛边,纯色 色块,纯色 秋冬",女装,598,-3,154.28,108,11.11红包最高再抵           15.00元,2,205,4.85,4.82,4.82,4.85,7,0,0,1,1,0,0,1,0,0,1,0,0,0,0.700025927,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
秋冬季韩版小衫男款加绒加厚长袖t恤男装学生秋衣男青少年卫衣,"M L XL 2XL 3XL 常规袖 加绒,撞色 日韩,学院 化纤 修身 常规款 圆领 千鸟格,几何 长袖",男装,1978,-0.416666667,85,59.41666667,购物满100元立减8元 购物满200元立减10元 购物满299元立减20元,3,10,4.59,4.6,4.56,4.56,12,0,0,0,1,0,0,1,0,0,0,0,1,0,0.699019608,1,0,1,0,0,0,0,1,0,>2种优惠,0.065629877,1,1.694915254,"(1,2]"
秋冬季加厚长袖t恤男韩版上衣服加绒保暖秋衣卫衣男装打底衫外穿,"M L XL 2XL 3XL 常规袖 加绒,拼接,撞色 日韩,学院 化纤 修身 常规款 圆领 卡通动漫,字母／文字／数字 长袖",男装,1998,-0.5,85,59.5,购物满100元立减8元 购物满200元立减10元 购物满299元立减20元,3,1,4.66,4.67,4.63,4.61,6,0,0,0,1,0,0,1,0,0,0,0,1,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.065629877,1,1.694915254,"(1,2]"
秋冬季男士连帽外套修身青年中长款夹克男韩版大衣休闲男装上衣潮,"M L XL 2XL 3XL 散口袖 水洗,其它 基本款,街头 其它材质,棉 宽松 常规 立领 其他,纯色 黑色",男装,998,-4.8,314,219.8,购物满300元立减15元 购物满3件打9.50折 购物满100元立减5元 购物满200元立减10元,4,3,4.65,4.59,4.62,4.67,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.7,1,0,1,1,0,0,0,1,1,>2种优惠,0.05,1,0.465116279,"(0,1]"
秋冬季男士条纹修身西服套装三件套西装,"L S M XL 2XL 3XL 后中开衩 日韩,商务 化纤 修身 平驳领 其他,条纹 黑色 灰色 藏蓝色",男装,3599,0,890,623,购物满49元立减2元 购物满99元立减5元 购物满199元立减10元 购物满299元立减15元,4,5,4.56,4.56,4.54,4.65,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.047934964,0,0.078651685,"(0,1]"
秋冬季男士长袖加绒T恤男文字韩版修身纯棉V领针织打底衫男上衣,"M L XL XXL 3XL 常规袖 水洗,加绒,毛织提花 日韩,街头 棉 修身 常规款 V领 纯色,字母／文字／数字 长袖",男装,14991,-13.36666667,174,77.36666667,购物满168元立减8元 购物满3件立减10元,2,12,4.81,4.8,4.8,4.82,12,0,0,0,1,0,0,1,0,0,0,0,0,0,0.444636015,1,0,1,0,0,0,0,1,0,2种优惠,0.047619048,0,2.625,"(2,8]"
秋冬季男装上衣长袖T恤衬衫领假两件翻领羊毛衫打底衫商务休闲,"165/48/S 170/50/M 175/52/L 180/54/XL 185/56/XXL 常规袖 水洗,拼接,撞色 基本款,商务 针织 宽松 翻领/Polo领 拼色 长袖 蓝色 藏青色 墨绿色",男装,2996,-13,640,128,购物满20元包邮 购物满300元立减20元 购物满150元立减10元 购物满5元立减5元,4,1,4.68,4.66,4.69,4.7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2,1,0,1,0,0,1,0,1,1,>2种优惠,0.377777778,1,0.043478261,"(0,1]"
秋冬季欧美风长靴磨砂皮街头潮人靴子及膝靴长筒靴圆头低跟骑士靴,"34 35 36 37 38 39 圆头 拉链,英伦风 黑色 长筒靴（中筒靴） 低跟（1-3cm） 反毛皮 街头潮人,欧美 橡胶底 人造短毛绒 粗跟 磨砂 纯色 及膝 头层牛皮 秋冬 拉链",女鞋,1161,-9.625,797.5,317.625,购物满3元立减3元,1,809,4.77,4.76,4.75,4.77,16,0,0,0,0,1,1,1,0,0,0,0,0,0,0.398275862,1,0,1,0,0,0,0,1,0,不超过1种优惠,1,1,0.00974026,"(0,1]"
秋冬季青年潮流男装学生上衣休闲打底衫圆领卫衣加绒加厚长袖t恤,"M L XL 2XL 3XL 常规袖 贴袋,加绒,拼接 日韩,学院 化纤 修身 常规款 圆领 色块,几何 长袖",男装,1996,-0.5,85,59.5,购物满100元立减8元 购物满200元立减10元 购物满299元立减20元,3,4,4.59,4.59,4.55,4.56,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0.7,1,0,1,0,0,0,0,1,0,>2种优惠,0.065629877,1,1.694915254,"(1,2]"
秋冬季新款服饰配饰长巾毛球小丝巾领带女士细长职业领巾围巾, 韩系 ,女士配饰,91,-3.075,18.575,18.575,11.11红包最高再抵           2.00元,2,91,4.67,4.67,4.66,4.72,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2种优惠,0,0,0,0
秋冬季新款男女情侣款学生小清新民族风复古保暖围巾,"均码 蓝色 米色 韩范,文艺小清新 冬季 围巾/丝巾 毛线 长方形 蓝色 保暖 中国风系列 30cm-70cm 175cm-230cm 175cm-230cm 毛线",男士饰品,395,-2.4,230,68.4,购物满100元立减5元 购物满368元立减20元,2,10,4.63,4.59,4.61,4.62,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0.297391304,1,0,1,0,0,0,0,1,0,2种优惠,0.052173913,1,1.515151515,"(1,2]"
秋冬季新款男女士小清新格子学生情侣款毛线保暖针织围巾,"均码 深灰色 米色 蓝色 酒红色 学院风,清新韩范 冬季 围巾/丝巾 毛线 长方形 蓝色 流苏 保暖 格子,其他 30cm-70cm 175cm-230cm 175cm-230cm 毛线",男士饰品,667,-2.571428571,230,68.57142857,购物满100元立减5元 购物满368元立减20元,2,92,4.63,4.59,4.61,4.62,2,0,0,1,1,0,0,1,0,0,1,0,1,1,0.298136646,1,0,1,0,0,0,0,1,0,2种优惠,0.052173913,1,1.515151515,"(1,2]"
秋冬季新款男女士学生情侣韩版保暖渐变围巾,"均码 黑色 藏青色 复古街头,文艺小清新 围巾/丝巾 棉质 长方形 黑色,藏青 保暖 渐变 70cm-100cm 175cm-230cm 175cm-230cm 棉质",男士饰品,378,-1.028571429,194,58.02857143,购物满100元立减5元 购物满368元立减20元,2,107,4.63,4.59,4.61,4.62,8,0,0,1,1,0,0,1,0,0,1,0,0,1,0.299116348,1,0,1,0,0,0,0,1,0,2种优惠,0.052173913,1,1.754385965,"(1,2]"
